Tanggal;Nama_Toko;Nama_Barang;Qty;Harga_Satuan;Total_Harga
04/01/2025;WIN SNACK;AIM Aneka Square Puff 300g;33;12500;412500
04/01/2025;WIN SNACK;Bogabis Gabin Army Kelapa 125g;53;6800;360400
04/01/2025;ALYASINI MART KLUWUT;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;27;39400;1063800
04/01/2025;ALYASINI MART KLUWUT;Kangguru Assorted Biscuits 1000g;12;100200;1202400
04/01/2025;ALYASINI MART KLUWUT;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;54;5500;297000
04/01/2025;TOKO WANTO;AIM Crispy Lemon 150g;45;9500;427500
04/01/2025;TOKO WANTO;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;34;5500;187000
04/01/2025;TOKO WANTO;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;46;13000;598000
04/01/2025;TOKO WANTO;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;8;100200;801600
04/01/2025;TOKO WANTO;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;57;8800;501600
06/01/2025;RENI;Kangguru Bunga Gem - 5 Pack;24;26000;624000
06/01/2025;RENI;AIM Vegetable Crackers 180 Gr;29;13700;397300
06/01/2025;RENI;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;63;8800;554400
06/01/2025;RENI;Kangguru Butter Coconut 100 gr;66;4200;277200
06/01/2025;RENI;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;38;5500;209000
06/01/2025;KOP. UNITOMO;Bundling Beli 2 Gratis 1 Bogabis Square Puff;29;19000;551000
06/01/2025;KOP. UNITOMO;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;35;5200;182000
06/01/2025;KOP. UNITOMO;Bogabis Crispy Lemon 200gr;16;20000;320000
06/01/2025;KOP. UNITOMO;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;50;13000;650000
06/01/2025;KOP. UNITOMO;AIM Crispy Lemon 150g;55;9500;522500
06/01/2025;KOP. UNITOMO;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;28;8800;246400
06/01/2025;TOKO BU SAROPAH;AIM Aneka Square Puff 300g;59;12500;737500
06/01/2025;TOKO BU SAROPAH;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;49;5200;254800
06/01/2025;TOKO BU SAROPAH;Kangguru Rose Cream 100 gr;41;4400;180400
06/01/2025;TOKO BU SAROPAH;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;44;10100;444400
06/01/2025;TOKO BU SAROPAH;Bogabis Gabin Army Butter 125g;30;6800;204000
06/01/2025;TOKO BU SAROPAH;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;58;9000;522000
06/01/2025;KOPERASI UNTAG;AIM Roasted Chicken 180g / Snack Crackers 180 gr;60;13000;780000
06/01/2025;KOPERASI UNTAG;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;31;13000;403000
06/01/2025;TK UMI;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;55;5300;291500
06/01/2025;TK UMI;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;43;4200;180600
06/01/2025;YULYON MART;AIM Mini Assorted Biscuits 150g;63;8400;529200
06/01/2025;YULYON MART;Anekabis Gabin Super 350g;26;33400;868400
06/01/2025;YULYON MART;Anekabis Gabin Cokelat 350g;13;33400;434200
06/01/2025;YULYON MART;Bogabis Assorted Tin 350gr;18;52100;937800
06/01/2025;YULYON MART;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;56;9800;548800
06/01/2025;Pembeli Shopee;Bogabis Chocolate Cream 180 gr / Biskuit Rasa Coklat 180g;26;8800;228800
06/01/2025;Pembeli Shopee;AIM Aneka Square Puff 300g;44;12500;550000
06/01/2025;Pembeli Shopee;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;59;5500;324500
06/01/2025;Pembeli Shopee;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;57;13000;741000
06/01/2025;Pembeli Shopee;AIM Roasted Chicken 180g / Snack Crackers 180 gr;53;13000;689000
06/01/2025;MILOVA SNACK MALANG;Anekabis Gabin Super 350g;13;33400;434200
06/01/2025;MILOVA SNACK MALANG;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;64;5300;339200
06/01/2025;CAHAYA MEDAN;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;13;90200;1172600
06/01/2025;CAHAYA MEDAN;Kangguru Butter Coconut 100 gr;44;4200;184800
06/01/2025;CAHAYA MEDAN;Bogabis Square Puff 275 gr;46;11600;533600
06/01/2025;CAHAYA MEDAN;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;45;9500;427500
06/01/2025;CAHAYA MEDAN;AIM Good Morning Wafer 300g;20;39400;788000
06/01/2025;BEJE MART;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;36;9500;342000
06/01/2025;BEJE MART;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;64;13000;832000
06/01/2025;BEJE MART;Bogabis Crispy Lemon 200gr;23;20000;460000
06/01/2025;BEJE MART;Kangguru Butter Coconut 100 gr;32;4200;134400
06/01/2025;BEJE MART;Kangguru Rose Cream 100 gr;52;4400;228800
06/01/2025;BEJE MART;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;24;39400;945600
06/01/2025;SARI INDAH;Kangguru Rose Cream 100 gr;54;4400;237600
06/01/2025;SARI INDAH;Kangguru Rose Chocolate 100 gr;38;4400;167200
06/01/2025;SARI INDAH;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;69;9500;655500
06/01/2025;SARI INDAH;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;36;8800;316800
06/01/2025;SARI INDAH;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;40;5300;212000
06/01/2025;SARI INDAH;AIM WAFER LOVER STRAWBERY 80gr;44;5000;220000
06/01/2025;CV. TOKO MITRA SIDOARJO;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;26;5300;137800
06/01/2025;CV. TOKO MITRA SIDOARJO;Kangguru Durian Biscuits - 10 Pack;15;16000;240000
06/01/2025;CV. TOKO MITRA SIDOARJO;Kangguru Rose Chocolate 100 gr;53;4400;233200
06/01/2025;CV. TOKO MITRA SIDOARJO;AIM Biskuit Kelapa Muda 250g;33;12200;402600
06/01/2025;CV. TOKO MITRA SIDOARJO;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;21;33400;701400
06/01/2025;CV. TOKO MITRA SIDOARJO;Masterbis Gabin Master 120g;66;6400;422400
06/01/2025;KOPERASI BEA CUKAI;AIM Vegetable Crackers 180 Gr;54;13700;739800
06/01/2025;KOPERASI BEA CUKAI;Bogabis Assorted Tin 350gr;14;52100;729400
06/01/2025;FERO MART;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;7;100200;701400
06/01/2025;FERO MART;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;48;9800;470400
06/01/2025;APOTEK 7;Bogabis Assorted Tin 350gr;10;52100;521000
06/01/2025;APOTEK 7;AIM Milk Cookies 250g / Biskuit AIM Rasa Susu 250g;50;12200;610000
06/01/2025;APOTEK 7;Masterbis Gabin Master 120g;41;6400;262400
06/01/2025;TOKO SALWA;Bogabis Crispy Lemon 200gr;14;20000;280000
06/01/2025;TOKO SALWA;AIM Roasted Chicken 180g / Snack Crackers 180 gr;62;13000;806000
06/01/2025;TOKO SALWA;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;66;5300;349800
06/01/2025;TOKO SALWA;AIM Mini Assorted Biscuits 150g;29;8400;243600
06/01/2025;TOKO SALWA;AIM Biskuit Kelapa Muda 250g;28;12200;341600
06/01/2025;TOKO SALWA;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;19;33400;634600
06/01/2025;TOKO NIRWANA 2;Anekabis Gabin Cokelat 350g;27;33400;901800
06/01/2025;TOKO NIRWANA 2;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;60;10100;606000
06/01/2025;PASS;AIM Aneka Square Puff 300g;58;12500;725000
06/01/2025;PASS;Kangguru Butter Coconut 100 gr;47;4200;197400
06/01/2025;PASS;Kangguru Assorted Biscuits 1000g;12;100200;1202400
06/01/2025;KOPERASI SETIA BHAKTI WANITA;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;31;9500;294500
06/01/2025;KOPERASI SETIA BHAKTI WANITA;Bogabis Square Puff 275 gr;49;11600;568400
06/01/2025;KOPERASI SETIA BHAKTI WANITA;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;41;5500;225500
06/01/2025;KOPERASI SETIA BHAKTI WANITA;AIM Malkist Crackers 125g;29;6900;200100
07/01/2025;TOKO TANIA;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;43;10100;434300
07/01/2025;TOKO TANIA;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;46;7300;335800
07/01/2025;TOKO TANIA;Bogabis Assorted Tin 350gr;7;52100;364700
07/01/2025;TOKO TANIA;AIM WAFER LOVER STRAWBERY 80gr;51;5000;255000
07/01/2025;YUDHA MART;Bogabis Gabin Army Kelapa 125g;31;6800;210800
07/01/2025;YUDHA MART;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;42;13000;546000
07/01/2025;YUDHA MART;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;25;6400;160000
07/01/2025;DINAS PERTANIAN;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;23;13000;299000
07/01/2025;DINAS PERTANIAN;Kangguru Bunga Gem - 5 Pack;24;26000;624000
07/01/2025;DINAS PERTANIAN;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;32;39400;1260800
07/01/2025;DINAS PERTANIAN;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;48;8800;422400
07/01/2025;DINAS PERTANIAN;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;35;8800;308000
07/01/2025;PAK IRWAN;Bogabis Crispy Lemon 200gr;11;20000;220000
07/01/2025;PAK IRWAN;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;47;8800;413600
07/01/2025;PAK IRWAN;AIM Malkist Crackers 125g;47;6900;324300
07/01/2025;TOKO SAHABAT GROSIR;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;36;6400;230400
07/01/2025;TOKO SAHABAT GROSIR;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;25;9800;245000
07/01/2025;TOKO SAHABAT GROSIR;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;8;100200;801600
07/01/2025;TOKO SAHABAT GROSIR;AIM Biskuit Kelapa Muda 250g;29;12200;353800
07/01/2025;TOKO POJOK;Anekabis Gabin Cokelat 350g;15;33400;501000
07/01/2025;TOKO POJOK;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;57;9500;541500
07/01/2025;TOKO POJOK;Bogabis Crispy Lemon 200gr;21;20000;420000
07/01/2025;TOKO POJOK;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;40;8800;352000
07/01/2025;TOKO POJOK;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;49;9500;465500
07/01/2025;KOP. AL KAUTSAR;AIM Good Morning Wafer 300g;31;39400;1221400
07/01/2025;KOP. AL KAUTSAR;Kangguru Rose Chocolate 100 gr;57;4400;250800
07/01/2025;KOP. AL KAUTSAR;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;58;5300;307400
07/01/2025;KOP. AL KAUTSAR;Bundling Beli 2 Gratis 1 Bogabis Square Puff;21;19000;399000
07/01/2025;TOKO ARIFIN;AIM Roasted Chicken 180g / Snack Crackers 180 gr;23;13000;299000
07/01/2025;TOKO ARIFIN;AIM Good Morning Wafer 300g;13;39400;512200
07/01/2025;TOKO ARIFIN;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;35;9800;343000
07/01/2025;TOKO ARIFIN;AIM Roasted Corn 180g / Biskuit AIM Corn 180g;49;13000;637000
07/01/2025;SKYSUITE;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;53;5500;291500
07/01/2025;SKYSUITE;AIM Aneka Square Puff 300g;36;12500;450000
07/01/2025;UNIBIG STORE INDONESIA;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;39;9500;370500
07/01/2025;UNIBIG STORE INDONESIA;AIM Good Morning Wafer 300g;31;39400;1221400
07/01/2025;UNIBIG STORE INDONESIA;AIM Biskuit Kelapa Muda 250g;47;12200;573400
07/01/2025;UNIBIG STORE INDONESIA;Kangguru Rose Cream 100 gr;24;4400;105600
07/01/2025;TOKO B&B;Kangguru Rose Chocolate 100 gr;34;4400;149600
07/01/2025;TOKO B&B;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;14;39400;551600
07/01/2025;TOKO B&B;AIM Aneka Square Puff 300g;57;12500;712500
07/01/2025;TOKO B&B;Kangguru Kacang Crackers 150 gr / Biskuit Krim Kacang 150g;37;9000;333000
07/01/2025;TOKO B&B;Kangguru Durian Biscuits - 10 Pack;15;16000;240000
07/01/2025;SAMO RASSO (RESTO SEDERHANA);AIM Good Morning Wafer 300g;32;39400;1260800
07/01/2025;SAMO RASSO (RESTO SEDERHANA);Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;25;8800;220000
07/01/2025;SAMO RASSO (RESTO SEDERHANA);TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;59;5300;312700
07/01/2025;SAMO RASSO (RESTO SEDERHANA);Bogabis Gabin Army Butter 125g;24;6800;163200
07/01/2025;SAMO RASSO (RESTO SEDERHANA);AIM Aneka Square Puff 300g;26;12500;325000
07/01/2025;TOKO LELY;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;53;5300;280900
07/01/2025;TOKO LELY;Kangguru Butter Coconut 100 gr;58;4200;243600
07/01/2025;TOKO LELY;Kangguru Assorted Biscuits 1000g;17;100200;1703400
07/01/2025;TOKO LELY;AIM Crispy Lemon 150g;51;9500;484500
07/01/2025;TOKO LELY;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;25;8800;220000
07/01/2025;TOKO LELY;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;24;25000;600000
07/01/2025;RAFAEL RUTENG;Bogabis Crispy Lemon 200gr;26;20000;520000
07/01/2025;RAFAEL RUTENG;Kangguru Durian Biscuits - 10 Pack;25;16000;400000
07/01/2025;RAFAEL RUTENG;AIM Aneka Square Puff 300g;57;12500;712500
07/01/2025;RAFAEL RUTENG;Kangguru Rose Chocolate 100 gr;38;4400;167200
07/01/2025;RAFAEL RUTENG;AIM Aneka Cream Crackers 300g;39;12500;487500
07/01/2025;TOKO JAYA BARU;Anekabis Gabin Cokelat 350g;31;33400;1035400
07/01/2025;TOKO JAYA BARU;AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;47;5300;249100
07/01/2025;TOKO JAYA BARU;Bogabis Assorted Tin 350gr;6;52100;312600
07/01/2025;TOKO JAYA BARU;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;32;13000;416000
07/01/2025;MUNTAMA;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;30;9800;294000
07/01/2025;MUNTAMA;AIM Good Morning Wafer 300g;14;39400;551600
07/01/2025;MUNTAMA;AIM Rasa Durian 350g / Biskuit Rasa Durian 350 gr;32;39400;1260800
07/01/2025;KANTIN KANTOR PERTAMINA;Bogabis Malkist Renyah 100 gr / Cracker Malkist 100g;39;5500;214500
07/01/2025;KANTIN KANTOR PERTAMINA;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;59;13000;767000
07/01/2025;KANTIN KANTOR PERTAMINA;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;10;100200;1002000
07/01/2025;PT HERO MAKMUR PERKASA;Bogabis Crispy Lemon 200gr;17;20000;340000
07/01/2025;PT HERO MAKMUR PERKASA;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;45;13000;585000
07/01/2025;YARSISMART WONOKROMO 2;Kangguru Rose Cream 100 gr;52;4400;228800
07/01/2025;YARSISMART WONOKROMO 2;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;57;9500;541500
07/01/2025;YARSISMART WONOKROMO 2;AIM Vegetable Crackers 180 Gr;32;13700;438400
07/01/2025;YARSISMART WONOKROMO 2;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;27;8800;237600
07/01/2025;BOGA GENTENG;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;44;8800;387200
07/01/2025;BOGA GENTENG;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;34;9800;333200
07/01/2025;BOGA GENTENG;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;40;9500;380000
07/01/2025;BOGA GENTENG;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;48;13000;624000
08/01/2025;RIFA MART;AIM Vegetable Crackers 180 Gr;49;13700;671300
08/01/2025;RIFA MART;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;35;9500;332500
08/01/2025;RIFA MART;Kangguru Durian Biscuits - 10 Pack;16;16000;256000
08/01/2025;RIFA MART;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;16;90200;1443200
08/01/2025;RIFA MART;B&B Biskuit Kacang 120 gr / Biskuit Krim Kacang 120g;23;7300;167900
08/01/2025;KOPERASI SALAFIYAH;AIM Malkist Crackers 125g;35;6900;241500
08/01/2025;KOPERASI SALAFIYAH;AIM Good Morning Wafer 300g;11;39400;433400
08/01/2025;KOPERASI SALAFIYAH;Kangguru Assorted Biscuits 1000g;8;100200;801600
08/01/2025;CV. LANCAR REJO;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;10;100200;1002000
08/01/2025;CV. LANCAR REJO;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;43;9500;408500
08/01/2025;CV. LANCAR REJO;Bogabis Gabin Army Kelapa 125g;24;6800;163200
08/01/2025;ANAS CORNER;Bogabis Gabin Army Butter 125g;26;6800;176800
08/01/2025;ANAS CORNER;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;28;33400;935200
08/01/2025;KANTIN KARYAWAN TRAKINDO;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;27;8800;237600
08/01/2025;KANTIN KARYAWAN TRAKINDO;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;49;5300;259700
08/01/2025;KANTIN KARYAWAN TRAKINDO;Kangguru Durian 100 gr / Biskuit Kangguru Rasa Durian 100g;53;4200;222600
08/01/2025;KANTIN KARYAWAN TRAKINDO;Kangguru Bunga Gem 90g / Biskuit Bunga Gem 90g;37;5200;192400
08/01/2025;KANTIN KARYAWAN TRAKINDO;Bogabis Assorted Tin 350gr;15;52100;781500
08/01/2025;KANTIN KARYAWAN TRAKINDO;AIM Roasted Chicken 180g / Snack Crackers 180 gr;57;13000;741000
08/01/2025;TOKO KURNIA KUPANG;AIM Vegetable Crackers 180 Gr;27;13700;369900
08/01/2025;TOKO KURNIA KUPANG;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;23;8800;202400
08/01/2025;TOKO KURNIA KUPANG;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;58;8800;510400
08/01/2025;KOPERASI KONSUMEN SYARIAH PEGAWAI RSUD DR SOETOMO;Masterbis Gabin Master 120g;26;6400;166400
08/01/2025;KOPERASI KONSUMEN SYARIAH PEGAWAI RSUD DR SOETOMO;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;31;8800;272800
08/01/2025;KOPERASI KONSUMEN SYARIAH PEGAWAI RSUD DR SOETOMO;Bogabis Assorted Tin 350gr;14;52100;729400
08/01/2025;KOPERASI KONSUMEN SYARIAH PEGAWAI RSUD DR SOETOMO;AIM Mini Assorted Biscuits 150g;59;8400;495600
08/01/2025;RENO USMAN;Bogabis Crispy Lemon 200gr;24;20000;480000
08/01/2025;RENO USMAN;AIM Vegetable Crackers 180 Gr;53;13700;726100
08/01/2025;RENO USMAN;AIM Biskuit Kelapa Muda 250g;54;12200;658800
08/01/2025;RENO USMAN;Kangguru Butter Coconut 100 gr;23;4200;96600
08/01/2025;RENO USMAN;AIM WAFER LOVER STRAWBERY 80gr;47;5000;235000
08/01/2025;RENO USMAN;Kangguru Durian Biscuits - 10 Pack;24;16000;384000
08/01/2025;RADIO SS 100 MART;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;13;90200;1172600
08/01/2025;RADIO SS 100 MART;TOASTY CHEESE 80 GR / AIM Biskuit Rasa Keju 80g;33;5300;174900
08/01/2025;RADIO SS 100 MART;AIM Malkist Crackers 125g;38;6900;262200
08/01/2025;RADIO SS 100 MART;AIM Crispy Lemon 150g;31;9500;294500
08/01/2025;RADIO SS 100 MART;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;35;8800;308000
08/01/2025;RADIO SS 100 MART;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;13;33400;434200
08/01/2025;TOKO BERKAH ABADI;Bogabis Assorted Tin 350gr;10;52100;521000
08/01/2025;TOKO BERKAH ABADI;AIM Roasted Chicken 180g / Snack Crackers 180 gr;44;13000;572000
08/01/2025;TOKO BERKAH ABADI;AIM Gabin Cokelat 120g / Biskuit AIM Gabin Coklat 120g;37;6400;236800
08/01/2025;AL FATIH;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;5;100200;501000
08/01/2025;AL FATIH;Kangguru Rose Cream 100 gr;32;4400;140800
08/01/2025;AL FATIH;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;58;9500;551000
08/01/2025;AL FATIH;Kangguru Durian Biscuits - 10 Pack;32;16000;512000
08/01/2025;AL FATIH;AIM Aneka Cream Crackers 300g;28;12500;350000
08/01/2025;AL FATIH;AIM WAFER LOVER STRAWBERY 80gr;58;5000;290000
08/01/2025;PT. BADAN HOKKY JAYAMAS ABADI;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;20;33400;668000
08/01/2025;PT. BADAN HOKKY JAYAMAS ABADI;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;23;8800;202400
08/01/2025;PT. BADAN HOKKY JAYAMAS ABADI;Anekabis Gabin Super 350g;23;33400;768200
08/01/2025;PT. BADAN HOKKY JAYAMAS ABADI;AIM Mini Assorted Biscuits 150g;30;8400;252000
08/01/2025;PT. BADAN HOKKY JAYAMAS ABADI;Kangguru Rose Cream 100 gr;55;4400;242000
08/01/2025;RUDY HARTONO;Masterbis Gabin Master 120g;51;6400;326400
08/01/2025;RUDY HARTONO;AIM Anekabis Gabin Oat SP12 220g/10 Pcks @22g;14;25000;350000
08/01/2025;RUDY HARTONO;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;46;8800;404800
08/01/2025;RUDY HARTONO;AIM Aneka Square Puff 300g;47;12500;587500
08/01/2025;RUDY HARTONO;Bogabis Crispy Lemon 200gr;21;20000;420000
08/01/2025;MAKMUR SRC;AIM Malkist Crackers 125g;24;6900;165600
08/01/2025;MAKMUR SRC;B&B Gabin Traditional 210 gr / Biskuit Gabin 210g;40;10100;404000
08/01/2025;MAKMUR SRC;AIM Aneka Assorted 1000g / Kaleng Biskuit AIM Assorted 1Kg;14;100200;1402800
08/01/2025;MAKMUR SRC;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;23;33400;768200
08/01/2025;MAKMUR SRC;AIM Rasa Coconut 350g / Biskuit Rasa Kelapa 350 g;28;39400;1103200
08/01/2025;MAKMUR SRC;Bogabis Gabin Army Butter 125g;51;6800;346800
08/01/2025;BKO MART (BANK BUKOPIN);Anekabis Gabin Cokelat 350g;28;33400;935200
08/01/2025;BKO MART (BANK BUKOPIN);AIM Marie Susu 100g / Biskuit Rasa Susu Marie 100 gr;58;5300;307400
08/01/2025;BKO MART (BANK BUKOPIN);AIM WAFER LOVER STRAWBERY 80gr;55;5000;275000
08/01/2025;BKO MART (BANK BUKOPIN);AIM Mini Assorted Biscuits 150g;32;8400;268800
08/01/2025;KOPERASI PT. INDOLAKTO;AIM Mini Assorted Biscuits 150g;40;8400;336000
08/01/2025;KOPERASI PT. INDOLAKTO;Bogabis Durian Cream 180gr / Biskuit Rasa Durian 180 g;58;8800;510400
08/01/2025;KOPERASI PT. INDOLAKTO;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;9;90200;811800
08/01/2025;KOPERASI PT. INDOLAKTO;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;58;8800;510400
08/01/2025;KOPERASI PT. INDOLAKTO;AIM Vegetable Crackers 180 Gr;45;13700;616500
08/01/2025;TOKO NIKMA;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;11;90200;992200
08/01/2025;TOKO NIKMA;AIM Roasted Chicken 180g / Snack Crackers 180 gr;56;13000;728000
08/01/2025;HYPEBEAST GYM;Kangguru Rose Cream 100 gr;35;4400;154000
08/01/2025;HYPEBEAST GYM;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;59;9500;560500
08/01/2025;HYPEBEAST GYM;Bogabis Rose Cream 180 gr / Biskuit Bogabis Rose dengan Krim 180g;46;8800;404800
08/01/2025;HYPEBEAST GYM;AIM Crispy Lemon 150g;45;9500;427500
08/01/2025;MILOVA SNACK PTC;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;9;90200;811800
08/01/2025;MILOVA SNACK PTC;AIM Toasty Cheese 180g / Snack AIM Rasa Keju 180g;51;13000;663000
08/01/2025;TOKO SENYUM MART;Bogabis Square Puff 275 gr;33;11600;382800
08/01/2025;TOKO SENYUM MART;Kangguru Bunga Gem - 5 Pack;30;26000;780000
08/01/2025;TOKO SENYUM MART;AIM Good Morning Wafer 300g;31;39400;1221400
08/01/2025;TOKO SENYUM MART;Bogabis Bon-Bon 180g / Biskuit Bon-Bon 180 gr;46;8800;404800
08/01/2025;TOKO SENYUM MART;AIM Biskuit Kelapa Muda 250g;25;12200;305000
08/01/2025;TOKO SENYUM MART;Anekabis Gabin Oat 350gr / Gabin dengan Oat 350g;15;33400;501000
08/01/2025;TOKO ANYAR;AIM Vegetable Crackers 180 Gr;34;13700;465800
08/01/2025;TOKO ANYAR;Kangguru Rose Cream 100 gr;39;4400;171600
09/01/2025;DEPOT BU RUDY GRESIK;Kangguru Bon Bon 200g / Biskuit Rasa Cokelat 200gr;57;9500;541500
09/01/2025;DEPOT BU RUDY GRESIK;AIM Cream Crackers 1000g / Kaleng AIM Cream Cracker 1Kg;6;90200;541200
09/01/2025;TOKO LANGGENG;AIM Good Morning Wafer 300g;32;39400;1260800
09/01/2025;TOKO LANGGENG;AIM Cocoa Puff 200g / Biskuit Cocoa Puff 200 gr;58;9800;568400
09/01/2025;TOKO LANGGENG;Bogabis Peanut Cream 180 gr / Biskuit Bogabis dengan Krim Kacang 180g;66;8800;580800
09/01/2025;TOKO LANGGENG;AIM Crispy Crackers 150g / Biskuit Cirspy Cracker 150 gr;54;9500;513000
